0.60035676,0.05797539,0.90235853,0.5802297,0.17885226,1.0,0.53631604,0.1748497,0.74381495,0.5116146,0.3253454,0.7949153,0.5024659,0.45182583,0.81139797,0.6241433,0.1828548,0.7927197,0.6497596,0.31413826,0.83168566,0.6781205,0.43581563,0.84910387,0.5555282,0.45182583,0.6832526,0.5875486,0.65835714,0.828521,0.5811445,0.8696915,0.74881566,0.61133516,0.44862378,0.66954625,0.58937836,0.6599582,0.5922563,0.5665067,0.821661,0.75781435,0
0.6050294,0.057740197,0.90565306,0.58341354,0.17846707,1.0,0.5397219,0.17363799,0.74638736,0.51396686,0.32655865,0.7962197,0.50476867,0.45211458,0.81048226,0.6271052,0.18329613,0.797997,0.6528602,0.3152908,0.83550847,0.68229455,0.43762738,0.85172266,0.5590382,0.4505049,0.6835443,0.59215194,0.66137445,0.8210802,0.5958312,0.87224406,0.7487871,0.61330783,0.4505049,0.6722532,0.5875527,0.6565454,0.5844005,0.565477,0.825563,0.80796045,0
0.6092045,0.056923613,0.90220404,0.5871202,0.17850223,1.0,0.5429516,0.17447644,0.7405971,0.5162664,0.32584584,0.78972554,0.50614446,0.45467088,0.80356705,0.6312887,0.182528,0.7967474,0.6561336,0.3194046,0.82953924,0.6855793,0.44017804,0.84587514,0.56227535,0.45145023,0.6709243,0.596322,0.6624012,0.80324197,0.61380535,0.89267594,0.7774152,0.6165659,0.45306054,0.6773273,0.58619994,0.6543496,0.61835706,0.5650359,0.8266531,0.81901026,0
0.61321414,0.055891823,0.89900225,0.59104544,0.17793529,1.0,0.546708,0.1738941,0.73915327,0.5189971,0.32745874,0.7880442,0.5088364,0.45677632,0.7965435,0.63538295,0.18197647,0.792374,0.6603227,0.32099286,0.8220782,0.68895733,0.44222808,0.8348297,0.56610566,0.45515984,0.6638422,0.6021298,0.6636844,0.7980367,0.6261459,0.89807254,0.79229045,0.61968005,0.45354337,0.6767169,0.58919805,0.6556021,0.6337438,0.5651819,0.82856435,0.84254277,0
0.61822623,0.05637158,0.8953578,0.5946004,0.17959648,1.0,0.54966503,0.17473234,0.73402387,0.52186996,0.32876348,0.78713983,0.5107519,0.4584739,0.7951261,0.63953584,0.18446063,0.78237,0.6636249,0.32389933,0.8174103,0.6923465,0.44550285,0.82466733,0.5700481,0.4584739,0.6624819,0.6080347,0.6708747,0.7982966,0.6376828,0.90759623,0.78820467,0.6237852,0.45685253,0.6703616,0.58950466,0.65952504,0.6528007,0.56448907,0.8281486,0.84835017,0
0.6221937,0.056978725,0.89621216,0.59896266,0.17975472,1.0,0.55342984,0.17406312,0.7286669,0.5236941,0.33017564,0.7876977,0.51254326,0.46189559,0.79745317,0.6444955,0.18544632,0.77991164,0.6667972,0.32692328,0.8189014,0.6956037,0.45051238,0.82398605,0.57294387,0.46026942,0.6636557,0.6138305,0.67329794,0.7950599,0.64914167,0.91234523,0.78253746,0.62683994,0.45864323,0.66313696,0.5915288,0.6635409,0.68905747,0.56551,0.8277843,0.8523927,0
0.62689096,0.056171235,0.89595854,0.6027861,0.1802876,1.0,0.5573579,0.17460908,0.72465014,0.5267634,0.33198538,0.7899543,0.514711,0.46502516,0.8017782,0.64821434,0.18596613,0.78061545,0.67046493,0.33036298,0.82261294,0.69827807,0.45366812,0.82405305,0.5777543,0.46340275,0.65991455,0.6204012,0.67918676,0.8028321,0.6584125,0.91930735,0.78890276,0.63152647,0.4617803,0.6686301,0.5944422,0.6645848,0.7031567,0.5647748,0.8268285,0.87185705,0
0.6319818,0.05487572,0.89386266,0.60693413,0.18150537,1.0,0.56147736,0.176635,0.72526884,0.5299359,0.33248687,0.7910838,0.5169483,0.4672338,0.80845827,0.65239096,0.18637574,0.7842903,0.6737278,0.33411032,0.82542473,0.7006308,0.45749307,0.8248284,0.5828142,0.4672338,0.6581242,0.62641567,0.68315357,0.81489414,0.6663063,0.9266721,0.7866427,0.63569254,0.46398687,0.66717947,0.5958019,0.66529554,0.7139021,0.5651881,0.82764125,0.8961531,0
0.6378451,0.056275155,0.89503247,0.6118464,0.18220639,1.0,0.5663487,0.1781441,0.7278209,0.53385025,0.33251143,0.7875825,0.5199224,0.46900463,0.80904484,0.65734416,0.18626869,0.7820169,0.67684317,0.33576125,0.82867324,0.70191336,0.46250495,0.8310561,0.5877047,0.47062954,0.6564809,0.632274,0.6899936,0.82268065,0.67220056,0.9369813,0.7845055,0.63970214,0.4673797,0.6632419,0.5979185,0.66724473,0.7280694,0.5654201,0.8264868,0.9028703,0
0.64350224,0.05508113,0.8991187,0.6166257,0.18320817,1.0,0.5712136,0.17996444,0.72958934,0.5369228,0.3356631,0.78840816,0.52209437,0.47352132,0.81473696,0.66203785,0.18645188,0.7895882,0.6805734,0.33728498,0.8292631,0.7046696,0.46703386,0.84036326,0.59345627,0.47676504,0.65729827,0.6388684,0.69896,0.8411882,0.67686623,0.9406173,0.8001596,0.6453558,0.47189945,0.669375,0.5999437,0.6713884,0.75129247,0.5656529,0.8254652,0.904963,0
0.64904064,0.05479954,0.9027372,0.62077427,0.18454662,1.0,0.5748995,0.18292479,0.729396,0.5406092,0.3386213,0.7935679,0.5257809,0.47647756,0.8195772,0.66664916,0.18616846,0.78726697,0.68333095,0.3386213,0.82892644,0.70650005,0.47161204,0.84133184,0.5999221,0.47972122,0.65502197,0.6444068,0.70677865,0.8388157,0.6796239,0.9419452,0.81119275,0.65182096,0.47485572,0.6703142,0.6036292,0.67434186,0.75063205,0.56655854,0.823551,0.90196,0
0.65513146,0.05408087,0.90945625,0.6264087,0.18541813,1.0,0.5800816,0.18541813,0.7211565,0.54487306,0.3410771,0.79551756,0.5291218,0.47890016,0.81866384,0.67273575,0.18541813,0.78379524,0.68756044,0.33945566,0.8294973,0.7088709,0.4740358,0.8452629,0.6060248,0.4837645,0.6589935,0.6486457,0.71238863,0.84665745,0.68756044,0.9507414,0.8017585,0.6588377,0.4805216,0.6824431,0.6097309,0.6783382,0.70876396,0.56711,0.82264704,0.89448124,0
0.66167873,0.052700233,0.91979,0.6320136,0.18572986,1.0,0.58566177,0.18735218,0.7085273,0.5495074,0.3463388,0.78799164,0.5346748,0.48423538,0.8178117,0.67836535,0.18410754,0.7841853,0.6904168,0.33984956,0.82526696,0.7098846,0.47774613,0.84418106,0.61254585,0.49234694,0.65294373,0.65518945,0.7194707,0.84832317,0.6904168,0.95632833,0.81723124,0.66445976,0.4858577,0.68007624,0.618108,0.68540215,0.6602026,0.5699021,0.8168094,0.8874855,0
0.6681229,0.05284749,0.92521954,0.6384168,0.18606034,1.0,0.59200126,0.18930943,0.70067865,0.55579704,0.34689048,0.77050227,0.54001576,0.49147516,0.80657816,0.6848325,0.18281125,0.78263086,0.695044,0.34201685,0.8238636,0.71175355,0.4817279,0.84251404,0.617994,0.49472427,0.64533836,0.65976804,0.7205363,0.8544574,0.69225895,0.9560956,0.82236993,0.67090786,0.48660153,0.67411435,0.635632,0.6896699,0.5908338,0.5743633,0.80988634,0.85286367,0
0.676011,0.05337617,0.9240422,0.64397174,0.18826634,1.0,0.59800225,0.1931419,0.69480157,0.56271255,0.35240978,0.76681364,0.54599637,0.49867624,0.7989054,0.6899411,0.1833908,0.78376305,0.7001566,0.34428388,0.81794095,0.7131581,0.48892516,0.8442151,0.62214786,0.49705106,0.64803874,0.6657956,0.7229515,0.8732846,0.69365585,0.9553526,0.8314991,0.676011,0.49055034,0.6695148,0.6518654,0.6985737,0.57421875,0.5812861,0.8025854,0.8047637,0
0.68509054,0.058461443,0.90549713,0.64987457,0.19469172,1.0,0.6035377,0.20117888,0.6897523,0.56739503,0.36335778,0.7676231,0.55164045,0.51094055,0.8055504,0.6962114,0.18820456,0.7856859,0.7054787,0.34876168,0.81691486,0.71567285,0.4947227,0.84579676,0.62577945,0.5044534,0.668255,0.6721162,0.72339493,0.86738706,0.6925044,0.95531076,0.8379333,0.6823103,0.49958804,0.67564696,0.67026275,0.7104206,0.6269616,0.5905634,0.79799724,0.75904274,0
0.69387454,0.06755156,0.88725793,0.6552793,0.20344886,1.0,0.6083139,0.21240017,0.69151044,0.5720436,0.37515143,0.7530323,0.55716354,0.52651006,0.8125155,0.70224464,0.19449754,0.78631914,0.70875466,0.35399374,0.8233863,0.7189848,0.50209737,0.83598703,0.6269141,0.51348996,0.6828212,0.6743444,0.7266941,0.79926217,0.6929446,0.95617336,0.8146841,0.6855045,0.50535244,0.68941504,0.69387454,0.713674,0.761107,0.6008739,0.7934221,0.70813686,0
